Gün,Mağaza,Lokasyon,Kod,SatıcıÜrünAdı,ANAGRUP,ALTGRUP,URUNCESIDI,SatışMiktarı
30-8-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
30-8-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
30-8-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
31-8-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
31-8-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
31-8-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
1-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
3-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
4-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
4-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
4-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
5-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
6-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
6-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
7-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
8-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
8-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
9-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
9-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
9-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
10-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
10-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
10-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
11-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
11-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
11-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
13-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
13-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
14-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
14-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
15-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
15-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
15-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
16-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
16-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,3
16-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
17-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
17-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
17-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,11
18-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
18-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,5
18-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
19-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
19-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
19-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,3
19-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
20-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
20-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
20-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
20-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,9
21-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
21-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
22-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
22-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
23-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
23-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
23-9-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
23-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
24-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
24-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,8
24-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
25-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,12
25-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,20
26-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
26-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
27-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
27-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
28-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
28-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,7
29-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
29-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
29-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
30-9-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
30-9-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
30-9-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,9
1-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
2-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
2-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
2-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,12
3-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
3-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
3-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
4-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
4-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
5-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
5-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
6-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
6-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
7-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
7-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
8-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,12
9-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
9-10-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,2
9-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,9
10-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
10-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
10-10-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
10-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,7
11-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
11-10-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
11-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
12-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,5
12-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
12-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
13-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
13-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
13-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
14-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
14-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
14-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
15-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
15-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
15-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,13
16-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
16-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,8
16-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
17-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
17-10-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
17-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,9
18-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
18-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,11
19-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
19-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
19-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
20-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
20-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
21-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
21-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
22-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
22-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
22-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
23-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
23-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,12
24-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,8
24-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
25-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
25-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
25-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
26-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
26-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
27-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
27-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
28-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
29-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
29-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
29-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
30-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
30-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,9
30-10-2016,Magaza_6,Halkalı,31000368,E,anagrup1,alt-grup-4,cesit-3,1
30-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,11
31-10-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
31-10-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
31-10-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
1-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
1-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
1-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
2-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
2-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
2-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
3-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
4-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
4-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
4-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
5-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
5-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
6-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
6-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
7-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
7-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
7-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
8-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
8-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
8-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
9-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
10-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
11-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
11-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
11-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
12-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
13-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
13-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
14-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
14-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
15-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
15-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
16-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
16-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
16-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
17-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
17-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
17-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
18-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
19-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
19-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
20-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
20-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
21-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
21-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
21-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
22-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
23-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
23-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
24-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
24-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
24-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
25-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
25-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
25-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
26-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
26-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
26-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
27-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
27-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,9
27-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
28-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
28-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
28-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
29-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
29-11-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
30-11-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
30-11-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
1-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
1-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
1-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
2-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
2-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
3-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
3-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
3-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
4-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
4-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
5-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
5-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
5-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
6-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
6-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
6-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,5
7-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
7-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
7-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
8-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
8-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,6
9-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
10-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
10-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
10-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
11-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,3
11-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,7
11-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
12-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
12-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,8
13-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
13-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,2
14-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,5
14-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
15-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,2
15-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
16-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,4
16-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
16-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
17-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,1
17-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,6
18-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,12
19-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
19-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
20-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
20-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
20-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
21-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
21-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,3
21-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,4
22-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,3
23-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,1
23-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
24-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,2
24-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
24-12-2016,Magaza_6,Halkalı,35000313,M,anagrup1,alt-grup-3,cesit-2,1
25-12-2016,Magaza_6,Halkalı,35000212,K,anagrup,alt-grup-1,cesit-1,5
25-12-2016,Magaza_6,Halkalı,31001045,L,anagrup1,alt-grup-2,cesit-2,4
